Accession_Number,DOI,Pubmed_ID,Article_Title,Link,Authors,Source,Research_Area,Document Type,Volume,Issue,Pages,Publication_Date,Times_Cited,Journal_Expected_Citations,Category_Expected_Citations,Journal_Normalized_Citation_Impact,Category_Normalized_Citation_Impact,Percentile_in_Subject_Area,Journal_Impact_Factor
WOS:000397237700007,10.1080/15504263.2017.1287455,MEDLINE:28129086,Association of the Interaction Between Smoking and Depressive Symptom Clusters With Coronary Artery Calcification: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000397237700007,"Carroll, Allison J.; Auer, Reto; Colangelo, Laura A.; Carnethon, Mercedes R.; Jacobs, David R., Jr.; Stewart, Jesse C.; Widome, Rachel; Carr, John Jeffrey; Liu, Kiang; Hitsman, Brian",JOURNAL OF DUAL DIAGNOSIS,"PSYCHOLOGY, CLINICAL; PSYCHIATRY; SUBSTANCE ABUSE",Article,13,1,43-51,2017,5,3.117647,6.9,1.6,0.7251,42.9338,1.231
WOS:000414202000011,10.1016/j.mayocp.2017.07.016,MEDLINE:29050797,25-Year Physical Activity Trajectories and Development of Subclinical Coronary Artery Disease as Measured by Coronary Artery Calcium: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414202000011,"Laddu, Deepika R.; Rana, Jamal S.; Murillo, Rosenda; Sorel, Michael E.; Quesenberry, Charles P., Jr.; Allen, Norrina B.; Gabriel, Kelley P.; Camethon, Mercedes R.; Liu, Kiang; Reis, Jared P.; Lloyd-Jones, Donald; Carr, J. Jeffrey; Sidney, Stephen",MAYO CLINIC PROCEEDINGS,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,92,11,1660-1670,2017,18,16.45,9.37,1.09,1.9216,11.6886,6.942
WOS:000414348400027,10.1053/j.gastro.2017.08.012,MEDLINE:28802566,Alcohol Use and Cardiovascular Disease Risk in Patients With Nonalcoholic Fatty Liver Disease,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414348400027,"VanWagner, Lisa B.; Ning, Hongyan; Allen, Norrina B.; Ajmera, Veeral; Lewis, Cora E.; Carr, John Jeffrey; Lloyd-Jones, Donald M.; Terrault, Norah A.; Siddique, Juned",GASTROENTEROLOGY,GASTROENTEROLOGY & HEPATOLOGY,Article,153,5,1260-+,2017,16,39.53527,10.48,0.4,1.5273,16.6595,17.373
WOS:000417686500010,10.1136/thoraxjnl-2016-209125,MEDLINE:28729298,Rapid decline in lung function is temporally associated with greater metabolically active adiposity in a longitudinal study of healthy adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000417686500010,"Moualla, Maan; Qualls, Clifford; Arynchyn, Alexander; Thyagarajan, Bharat; Kalhan, Ravi; Smith, Lewis J.; Carr, John J.; Jacobs, David R.; Sood, Akshay",THORAX,RESPIRATORY SYSTEM,Article,72,12,1113-1120,2017,5,22.464286,9.09,0.22,0.5499,52.4614,8.834
WOS:000404098500032,10.1161/JAHA.116.005111,MEDLINE:28360228,Echocardiographic Pulmonary Artery Systolic Pressure in the Coronary Artery Risk Development in Young Adults (CARDIA) Study: Associations With Race and Metabolic Dysregulation,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000404098500032,"Brittain, Evan L.; Nwabuo, Chike; Xu, Meng; Gupta, Deepak K.; Hemnes, Anna R.; Moreira, Henrique T.; de Vasconcellos, Henrique Doria; Terry, James G.; Carr, Jeffrey J.; Lima, Joao A. C.",JOURNAL OF THE AMERICAN HEART ASSOCIATION,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,6,4,n/a,2017,6,10.116438,9.37,0.59,0.6405,43.6003,4.605
WOS:000390667100008,10.1016/j.amepre.2016.09.019,MEDLINE:27989294,A Comparison of Black and White Racial Differences in Health Lifestyles and Cardiovascular Disease,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000390667100008,"Cockerham, William C.; Bauldry, Shawn; Hamby, Bryant W.; Shikany, James M.; Bae, Sejong",AMERICAN JOURNAL OF PREVENTIVE MEDICINE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,52,1,S56-S62,2017,10,10.551724,5.94,0.95,1.6829,16.5938,4.42
WOS:000394271200009,10.1136/jech-2016-207249,MEDLINE:27660400,How do individual-level sociodemographics and neighbourhood-level characteristics influence residential location behaviour in the context of the food and built environment? Findings from 25 years of follow-up in the CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000394271200009,"Rummo, Pasquale E.; Guilkey, David K.; Shikany, James M.; Reis, Jared P.; Gordon-Larsen, Penny",JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,71,3,261-268,2017,3,8.25,5.94,0.36,0.5049,58.9849,3.342
WOS:000401910700008,10.1001/jamacardio.2016.5678,MEDLINE:28199497,Racial Differences in Associations of Blood Pressure Components in Young Adulthood With Incident Cardiovascular Disease by Middle Age Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000401910700008,"Yano, Yuichiro; Reis, Jared P.; Tedla, Yacob G.; Goff, David C., Jr.; Jacobs, David R., Jr.; Sidney, Stephen; Ning, Hongyan; Liu, Kiang; Greenland, Philip; Lloyd-Jones, Donald M.",JAMA CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,2,4,381-389,2017,17,27.707965,9.37,0.61,1.8148,12.6457,12.794
WOS:000404024000012,10.1093/ajh/hpx012,MEDLINE:28338726,Cumulative Exposure to Systolic Blood Pressure During Young Adulthood Through Midlife and the Urine Albumin-to-Creatinine Ratio at Midlife,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000404024000012,"Kramer, Holly; Colangelo, Laura; Lewis, Cora E.; Jacobs, David R., Jr.; Pletcher, Mark; Bibbins-Domingo, Kirstin; Chang, Alex; Siscovick, David; Shlipak, Michael; Peralta, Carmen A.; Bansal, Nisha; Muntner, Paul; Liu, Kiang",AMERICAN JOURNAL OF HYPERTENSION,PERIPHERAL VASCULAR DISEASE,Article,30,5,502-509,2017,6,6.96,9.52,0.86,0.6305,45.6148,2.669
WOS:000398775700036,10.2105/AJPH.2017.303654,MEDLINE:28207342,Cumulative Lifetime Marijuana Use and Incident Cardiovascular Disease in Middle Age: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000398775700036,"Reis, Jared P.; Auer, Reto; Bancks, Michael P.; Goff, David C., Jr.; Lewis, Cora E.; Pletcher, Mark J.; Rana, Jamal S.; Shikany, James M.; Sidney, Stephen",AMERICAN JOURNAL OF PUBLIC HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,107,4,601-606,2017,22,10.933333,5.94,2.01,3.7023,3.7756,6.464
WOS:000411956600017,10.1016/j.jacc.2017.08.011,MEDLINE:28982510,Submaximal Blood Pressure Responses to Exercise in Young Adulthood and Long-Term Cardiovascular Health,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000411956600017,"Shah, Ravi; Murthy, Venkatesh L.; Colangelo, Laura A.; Reis, Jared P.; Carr, J. Jeffrey; Sidney, Stephen; Siddique, Juned; Lewis, Cora E.; Lima, Joao A. C.; Lewis, Gregory D.",JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Letter,70,15,1941-1943,2017,0,2.631902,1.59,0,0,100,20.589
WOS:000394926500001,10.1016/j.jcmg.2016.02.033,MEDLINE:27544896,Association of Insulin Resistance and Glycemic Metabolic Abnormalities With LV Structure and Function in Middle Age The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000394926500001,"Kishi, Satoru; Gidding, Samuel S.; Reis, Jared P.; Colangelo, Laura A.; Venkatesh, Bharath A.; Armstrong, Anderson C.; Isogawa, Akihiro; Lewis, Cora E.; Wu, Colin; Jacobs, David R., Jr.; Liu, Kiang; Lima, Joao A. G.",JACC-CARDIOVASCULAR IMAGING,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING; CARDIAC & CARDIOVASCULAR SYSTEMS",Article,10,2,105-114,2017,24,25.139785,8.42,0.95,2.8513,5.2035,12.74
WOS:000400258300033,10.1164/rccm.201610-2089OC,MEDLINE:28248551,Association between Cardiorespiratory Fitness and Lung Health from Young Adulthood to Middle Age,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000400258300033,"Benck, Lillian R.; Cuttica, Michael J.; Colangelo, Laura A.; Sidney, Stephen; Dransfield, Mark T.; Mannino, David M.; Jacobs, David R., Jr.; Lewis, Cora E.; Zhu, Na; Washko, George R.; Liu, Kiang; Carnethon, Mercedes R.; Kalhan, Ravi",AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,RESPIRATORY SYSTEM; CRITICAL CARE MEDICINE,Article,195,9,1236-1243,2017,15,38.957983,9.94,0.39,1.5091,15.5465,17.452
WOS:000404383400001,10.1093/aje/kww214,MEDLINE:28453616,Prevalence and Predictors of Diastolic Dysfunction According to Different Classification Criteria The Coronary Artery Risk Development in Young in Adults Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000404383400001,"Rasmussen-Torvik, Laura J.; Colangelo, Laura A.; Lima, Joao A. C.; Jacobs, David R., Jr.; Rodriguez, Carlos J.; Gidding, Samuel S.; Lloyd-Jones, Donald M.; Shah, Sanjiv J.",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,185,12,1221-1227,2017,11,11.37751,5.94,0.97,1.8511,14.0727,4.526
WOS:000400557800019,10.1038/ajg.2017.44,MEDLINE:28291240,Testosterone Levels in Pre-Menopausal Women are Associated With Nonalcoholic Fatty Liver Disease in Midlife,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000400557800019,"Sarkar, Monika; Wellons, Melissa; Cedars, Marcelle I.; VanWagner, Lisa; Gunderson, Erica P.; Ajmera, Veeral; Torchen, Laura; Siscovick, David; Carr, J. Jeffrey; Terry, James G.; Rinella, Mary; Lewis, Cora E.; Terrault, Norah",AMERICAN JOURNAL OF GASTROENTEROLOGY,GASTROENTEROLOGY & HEPATOLOGY,Article,112,5,755-762,2017,11,20.922414,10.48,0.53,1.05,27.0501,10.171
WOS:000413532400002,10.1002/brb3.765,MEDLINE:29075555,Sex hormones and brain volumes in a longitudinal study of middle-aged men in the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000413532400002,"Elbejjani, Martine; Schreiner, Pamela J.; Siscovick, David S.; Sidney, Stephen; Lewis, Cora E.; Bryan, Nick R.; Launer, Lenore J.",BRAIN AND BEHAVIOR,BEHAVIORAL SCIENCES; NEUROSCIENCES,Article,7,10,n/a,2017,2,5.574713,7.5,0.36,0.2665,79.0343,2.091
WOS:000417000400005,10.1016/j.echo.2017.08.001,MEDLINE:28927559,Association of Aortic Root Dilation from Early Adulthood to Middle Age with Cardiac Structure and Function: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000417000400005,"Nwabuo, Chike C.; Moreira, Henrique T.; Vasconcellos, Henrique D.; Ambale-Venkatesh, Bharath; Yoneyama, Kihei; Ohyama, Yoshiaki; Sharma, Ravi K.; Armstrong, Anderson C.; Ostovaneh, Mohammed R.; Lewis, Cora E.; Liu, Kiang; Schreiner, Pamela J.; Ogunyankin, Kofo O.; Gidding, Samuel S.; Lima, Joao A. C.",JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,30,12,1172-1179,2017,10,14.227273,9.37,0.7,1.0675,26.1245,5.508
WOS:000414714100008,10.1136/jech-2017-209158,MEDLINE:28983065,Understanding bias in relationships between the food environment and diet quality: the Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414714100008,"Rummo, Pasquale E.; Guilkey, David K.; Shu Wen Ng; Meyer, Katie A.; Popkin, Barry M.; Reis, Jared P.; Shikany, James M.; Gordon-Larsen, Penny",JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,71,12,1185-1190,2017,1,8.25,5.94,0.12,0.1683,84.7518,3.342
WOS:000394443800008,10.1249/MSS.0000000000001112,MEDLINE:27749387,"Sedentary Behavior, Physical Activity, and Abdominal Adipose Tissue Deposition",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000394443800008,"Whitaker, Kara M.; Pereira, Mark A.; Jacobs, David R., Jr.; Sidney, Stephen; Odegaard, Andrew O.",MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,SPORT SCIENCES,Article,49,3,450-458,2017,8,9.139932,6.05,0.88,1.3216,26.1191,4.029
WOS:000400634100005,10.1016/j.jchf.2016.11.014,MEDLINE:28285119,Fitness in Young dulthood and grk Long-Term Cardiac Structure and Function The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000400634100005,"Pandey, Ambarish; Allen, Norrina B.; Ayers, Colby; Reis, Jared P.; Moreira, Henrique T.; Sidney, Stephen; Rana, Jamal S.; Jacobs, David R.; Chow, Lisa S.; de Lemos, James A.; Carnethon, Mercedes; Berry, Jarett D.",JACC-HEART FAILURE,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,5,5,347-355,2017,28,19.318182,9.37,1.45,2.9891,5.9707,8.75
WOS:000410178900027,10.1001/jamainternmed.2017.2922,MEDLINE:28715555,Application of a Lifestyle-Based Tool to Estimate Premature Cardiovascular Disease Events in Young Adults The Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000410178900027,"Gooding, Holly C.; Ning, Hongyan; Gillman, Matthew W.; Shay, Christina; Allen, Norrina; Goff, David C., Jr.; Lloyd-Jones, Donald; Chiuve, Stephanie",JAMA INTERNAL MEDICINE,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,177,9,1354-1360,2017,11,35.466667,9.37,0.31,1.1743,23.2383,18.652
WOS:000418951100021,10.1161/JAHA.117.006750,MEDLINE:29246962,Subclinical Cardiac Dysfunction and Brain Health in Midlife: CARDIA (Coronary Artery Risk Development in Young Adults) Brain Magnetic Resonance Imaging Substudy,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000418951100021,"Cermakova, Pavla; Muller, Majon; Armstrong, Anderson C.; Religa, Dorota; Bryan, R. Nick; Lima, Joao A. C.; Launer, Lenore J.",JOURNAL OF THE AMERICAN HEART ASSOCIATION,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,6,12,n/a,2017,7,10.116438,9.37,0.69,0.7473,38.2494,4.605
WOS:000415955200021,10.1161/ATVBAHA.117.309633,MEDLINE:29025708,Intermuscular Adipose Tissue and Subclinical Coronary Artery Calcification in Midlife The CARDIA Study (Coronary Artery Risk Development in Young Adults),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000415955200021,"Terry, James G.; Shay, Christina M.; Schreiner, Pamela J.; Jacobs, David R., Jr.; Sanchez, Otto A.; Reis, Jared P.; Goff, David C., Jr.; Gidding, Samuel S.; Steffen, Lyn M.; Carr, John Jeffrey",ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,PERIPHERAL VASCULAR DISEASE; HEMATOLOGY,Article,37,12,2370-+,2017,9,17.287554,9.76,0.52,0.9223,30.5493,6.604
WOS:000414561600028,10.1093/ije/dyx070,MEDLINE:28586464,Does unmeasured confounding influence associations between the retail food environment and body mass index over time? The Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000414561600028,"Rummo, Pasquale E.; Guilkey, David K.; Ng, Shu Wen; Meyer, Katie A.; Popkin, Barry M.; Reis, Jared P.; Shikany, James M.; Gordon-Larsen, Penny",INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,46,5,1456-1464,2017,7,18.654378,5.94,0.38,1.178,27.5652,7.707
WOS:000418720700023,10.1001/jama.2017.19546,MEDLINE:29279935,Association of Modifiable Risk Factors in Young Adulthood With Racial Disparity in Incident Type 2 Diabetes During Middle Adulthood,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000418720700023,"Bancks, Michael P.; Kershaw, Kiarri; Carson, April P.; Gordon-Larsen, Penny; Schreiner, Pamela J.; Carnethon, Mercedes R.",JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,ENDOCRINOLOGY & METABOLISM,Article,318,24,2457-2465,2017,14,83.675978,9.43,0.17,1.4842,18.028,45.54
WOS:000401910700010,10.1001/jamacardio.2016.5493,MEDLINE:28196265,Association of Coronary Artery Calcium in Adults Aged 32 to 46 Years With Incident Coronary Heart Disease and Death,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000401910700010,"Carr, John Jeffrey; Jacobs, David R., Jr.; Terry, James G.; Shay, Christina M.; Sidney, Stephen; Liu, Kiang; Schreiner, Pamela J.; Lewis, Cora E.; Shikany, James M.; Reis, Jared P.; Goff, David C., Jr.",JAMA CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,2,4,391-399,2017,66,27.707965,9.37,2.38,7.0457,1.4332,12.794
WOS:000397017100011,10.1182/blood-2016-07-727719,MEDLINE:27856464,"Association among sickle cell trait, fitness, and cardiovascular risk factors in CARDIA",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000397017100011,"Liem, Robert I.; Chan, Cheeling; Vu, Thanh-Huyen T.; Fornage, Myriam; Thompson, Alexis A.; Liu, Kiang; Carnethon, Mercedes R.",BLOOD,HEMATOLOGY,Article,129,6,723-728,2017,13,31.326489,10.01,0.41,1.2983,22.9585,17.543
WOS:000412004300010,10.3945/ajcn.117.157834,MEDLINE:28768650,"Intake of niacin, folate, vitamin B-6, and vitamin B-12 through young adulthood and cognitive function in midlife: the Coronary Artery Risk Development in Young Adults (CARDIA) study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000412004300010,"Qin, Bo; Xun, Pengcheng; Jacobs, David R., Jr.; Zhu, Na; Daviglus, Martha L.; Reis, Jared P.; Steffen, Lyn M.; Van Horn, Linda; Sidney, Stephen; He, Ka",AMERICAN JOURNAL OF CLINICAL NUTRITION,NUTRITION & DIETETICS,Article,106,4,1032-1040,2017,17,17.029316,8.61,1,1.9741,13.7221,6.766
WOS:000395505000002,10.1037/hea0000426,MEDLINE:27748611,Perceived Weight Discrimination Mediates the Prospective Relation Between Obesity and Depressive Symptoms in US and UK Adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000395505000002,"Robinson, Eric; Sutin, Angelina; Daly, Michael",HEALTH PSYCHOLOGY,"PSYCHOLOGY; PSYCHOLOGY, CLINICAL",Article,36,2,112-121,2017,26,8.408,5.96,3.09,4.364,2.685,3.056
WOS:000409219700024,10.1136/bmjresp-2017-000194,MEDLINE:29071073,Rapid decline in lung function in healthy adults predicts incident excess urinary albumin excretion later in life,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000409219700024,"Bhatia, Sapna; Qualls, Clifford; Crowell, Thomas A.; Arynchyn, Alexander; Thyagarajan, Bharat; Smith, Lewis J.; Kalhan, Ravi; Jacobs, David R.; Kramer, Holly; Duprez, Daniel; Celli, Bartolome; Sood, Akshay",BMJ OPEN RESPIRATORY RESEARCH,RESPIRATORY SYSTEM,Article,4,1,n/a,2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a
WOS:000395505000001,10.1037/hea0000425,MEDLINE:27736150,Interaction Between Smoking and Depressive Symptoms With Subclinical Heart Disease in the Coronary Artery Risk Development in Young Adults (CARDIA) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000395505000001,"Carroll, Allison J.; Carnethon, Mercedes R.; Liu, Kiang; Jacobs, David R., Jr.; Colangelo, Laura A.; Stewart, Jesse C.; Carr, J. Jeffrey; Widome, Rachel; Auer, Reto; Hitsman, Brian",HEALTH PSYCHOLOGY,"PSYCHOLOGY; PSYCHOLOGY, CLINICAL",Article,36,2,101-111,2017,11,8.408,5.96,1.31,1.8463,15.9713,3.056
WOS:000413195900073,10.1371/journal.pone.0186495,MEDLINE:29049398,Gravidity is not associated with telomere length in a biracial cohort of middle-aged women: The Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000413195900073,"Lane-Cordova, Abbi D.; Puterman, Eli; Gunderson, Erica P.; Chan, Cheeling; Hou, Lifang; Carnethon, Mercedes",PLOS ONE,MULTIDISCIPLINARY SCIENCES,Article,12,10,n/a,2017,2,7.126921,11.1,0.28,0.1802,75.9504,2.74
WOS:000418570800008,10.1111/echo.13695,MEDLINE:29114921,Association of early left ventricular dysfunction with advanced magnetic resonance white matter and gray matter brain measures: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000418570800008,"Armstrong, Anderson C.; Muller, Majon; Ambale-Ventakesh, Bharath; Halstead, Michael; Kishi, Satoru; Bryan, Nick; Sidney, Stephen; Correia, Luis C. L.; Gidding, Samuel S.; Launer, Lenore J.; Lima, Joao A. C.",ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,34,11,1617-1622,2017,1,2.883721,9.37,0.35,0.1068,87.8205,1.393
